Sr No,Job Role,Min Salary(),Max Salary,Rating,Company,Location,State,Headquarter,Size,Founded,Type of Ownership,Industry,Sector,Revenue,Easy Apply
970,Data Analyst,"$41,000.00","$78,000.00",,Ernst & Young LLP,Philadelphia, PA,,,,,,,,FALSE
1399,Healthcare Data Analyst,"$38,000.00","$68,000.00",,DL Staffing Solutions,Philadelphia, PA,,,,,,,,FALSE
1408,Healthcare Data Analyst,"$38,000.00","$68,000.00",,Amerihealth Caritas Health Plan,Philadelphia, PA,,,,,,,,FALSE
1409,Healthcare Data Analyst,"$64,000.00","$1,13,000.00",,Amerihealth Caritas Health Plan,Philadelphia, PA,,,,,,,,FALSE
139,Business Analyst,"$37,000.00","$44,000.00",,LiveMindz,Philadelphia, PA,"Dallas, TX",51 to 200 employees,,Company - Private,,, / Non-Applicable,FALSE
205,Business Systems Analyst,"$38,000.00","$68,000.00",,Wittij Consulting,Philadelphia, PA,"Smithfield, RI",1 to 50 employees,,,,, / Non-Applicable,FALSE
449,Data Analyst,"$53,000.00","$94,000.00",4.90,"TekCom Resources, Inc.
4.9",Phoenix, AZ,"King of Prussia, PA",51 to 200 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),FALSE
454,Data Analyst,"$53,000.00","$94,000.00",2.90,"Gatestone & Co. Inc
2.9",Phoenix, AZ,"North York, Canada",1001 to 5000 employees,,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
1198,Data Reporting Analyst,"$46,000.00","$1,02,000.00",3.90,"Mondo
3.9",Phoenix, AZ,"New York, NY",51 to 200 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
1356,Finance Data Analyst,"$43,000.00","$94,000.00",4.90,"TekCom Resources, Inc.
4.9",Phoenix, AZ,"King of Prussia, PA",51 to 200 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),FALSE
1468,Junior Data Analyst,"$53,000.00","$94,000.00",3.50,"The Judge Group, Inc.
3.5",Phoenix, AZ,"Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
1849,Senior Data Analyst,"$46,000.00","$1,02,000.00",3.40,"Tech Finders
3.4",Phoenix, AZ,"Phoenix, AZ",1 to 50 employees,1998,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
2223,Technology Analyst,"$46,000.00","$1,02,000.00",3.90,"Kaygen Inc.
3.9",Phoenix, AZ,"Irvine, CA",1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),FALSE
20,Accounting Data Analyst,"$43,000.00","$94,000.00",4.50,"Mastech Digital
4.5",Phoenix, AZ,"Moon Township, PA",1001 to 5000 employees,1986,Company - Public,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
448,Data Analyst,"$53,000.00","$94,000.00",3.50,"Robert Half
3.5",Phoenix, AZ,"Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),FALSE
451,Data Analyst,"$53,000.00","$94,000.00",3.60,"Parker & Lynch
3.6",Phoenix, AZ,"Jacksonville, FL",501 to 1000 employees,1992,Company - Public,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
453,Data Analyst,"$53,000.00","$94,000.00",3.20,"Modis
3.2",Phoenix, AZ,"Zurich, Switzerland",5001 to 10000 employees,1994,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$500 million to $1 billion (USD),FALSE
2042,SQL Data Analyst,"$53,000.00","$94,000.00",3.70,"Corbins Electric
3.7",Phoenix, AZ,"Phoenix, AZ",501 to 1000 employees,1975,Company - Private,Construction,"Construction, Repair & Maintenance",$100 to $500 million (USD),FALSE
1096,Data Experience Analyst,"$53,000.00","$94,000.00",3.60,"Charles Schwab
3.6",Phoenix, AZ,"San Francisco, CA",10000+ employees,1973,Company - Public,Investment Banking & Asset Management,Finance,$5 to $10 billion (USD),FALSE
1283,Data Warehouse Analyst,"$53,000.00","$94,000.00",3.20,"Desert Financial Credit Union
3.2",Phoenix, AZ,"Phoenix, AZ",1001 to 5000 employees,1939,Company - Public,Banks & Credit Unions,Finance,$50 to $100 million (USD),FALSE
1284,Data Warehouse Analyst,"$53,000.00","$94,000.00",3.20,"Desert Financial Credit Union
3.2",Phoenix, AZ,"Phoenix, AZ",1001 to 5000 employees,1939,Company - Public,Banks & Credit Unions,Finance,$50 to $100 million (USD),FALSE
233,Clinical Data Analyst,"$46,000.00","$1,02,000.00",3.00,"Envision Healthcare
3.0",Phoenix, AZ,"Nashville, TN",10000+ employees,2005,Company - Private,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
1007,Data Analyst,"$43,000.00","$94,000.00",3.90,"Diverse Lynx
3.9",Phoenix, AZ,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
1061,Data Analyst,"$43,000.00","$94,000.00",4.40,"Softcom Systems
4.4",Phoenix, AZ,"Princeton, NJ",1 to 50 employees,,Company - Private,IT Services,Information Technology,$1 to $5 million (USD),FALSE
1588,Master Data Analyst,"$46,000.00","$1,02,000.00",3.60,"PK
3.6",Phoenix, AZ,"Portland, OR",1001 to 5000 employees,2004,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
1847,Senior Data Analyst,"$53,000.00","$94,000.00",4.40,"Integrate
4.4",Phoenix, AZ,"Phoenix, AZ",201 to 500 employees,2010,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),FALSE
1931,Senior Data Analyst,"$46,000.00","$1,02,000.00",5.00,"Nucleusteq
5.0",Phoenix, AZ,"Phoenix, AZ",201 to 500 employees,2018,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),FALSE
1953,Senior Data Analyst,"$46,000.00","$1,02,000.00",4.00,"Saviance Technologies
4.0",Phoenix, AZ,"Metuchen, NJ",201 to 500 employees,1999,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
462,Data Analyst,"$46,000.00","$1,02,000.00",3.50,"Atos Syntel Inc.
3.5",Phoenix, AZ,"Troy, MI",10000+ employees,1980,Subsidiary or Business Segment,IT Services,Information Technology,$1 to $2 billion (USD),FALSE
2233,Underwriting Analyst,"$45,000.00","$78,000.00",3.10,"Blue Cross Blue Shield of Arizona
3.1",Phoenix, AZ,"Phoenix, AZ",1001 to 5000 employees,1939,Nonprofit Organization,Insurance Carriers,Insurance, / Non-Applicable,FALSE
1786,Senior Business and Data Analyst,"$46,000.00","$1,02,000.00",3.40,"Shamrock Foods
3.4",Phoenix, AZ,"Phoenix, AZ",1001 to 5000 employees,1922,Company - Private,Food & Beverage Manufacturing,Manufacturing,$2 to $5 billion (USD),FALSE
1352,Data Analyst,"$53,000.00","$94,000.00",3.60,"ON Semiconductor
3.6",Phoenix, AZ,"Phoenix, AZ",10000+ employees,1999,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$5 to $10 billion (USD),FALSE
456,Data Analyst,"$53,000.00","$94,000.00",3.60,"FAMILY INVOLVEMENT CENTER
3.6",Phoenix, AZ,"Phoenix, AZ",1 to 50 employees,2002,Nonprofit Organization,Social Assistance,Non-Profit,$1 to $5 million (USD),FALSE
80,Automotive Data Analyst,"$46,000.00","$1,02,000.00",3.10,"O'Reilly Automotive
3.1",Phoenix, AZ,"Springfield, MO",10000+ employees,1957,Company - Public,Automotive Parts & Accessories Stores,Retail,$5 to $10 billion (USD),FALSE
450,Data Analyst,"$53,000.00","$94,000.00",4.10,"Viasat
4.1",Phoenix, AZ,"Carlsbad, CA",5001 to 10000 employees,1986,Company - Public,Telecommunications Services,Telecommunications,$1 to $2 billion (USD),FALSE
1289,Business Analyst,"$46,000.00","$1,02,000.00",3.10,"Uhaul
3.1",Phoenix, AZ,"Reno, NV",10000+ employees,1945,Company - Public,Truck Rental & Leasing,Transportation & Logistics,$10+ billion (USD),FALSE
2190,Systems and Data Analyst,"$46,000.00","$1,02,000.00",,Isaac Elementary School District #5,Phoenix, AZ,,,,,,,,FALSE
714,Data Analyst,"$46,000.00","$1,02,000.00",,MLWIZ Team,Phoenix, AZ,"North Brunswick, NJ",1 to 50 employees,,Company - Private,,, / Non-Applicable,FALSE
1507,Junior Data Analyst,"$43,000.00","$94,000.00",5.00,"Georgia IT Inc.
5.0",Phoenix, AZ,"Alpharetta, GA",1 to 50 employees,,Company - Private,,,Less than $1 million (USD),FALSE
1709,Reporting Data Analyst,"$46,000.00","$1,02,000.00",,Sanford Federal,Phoenix, AZ,"Sanford, VA",,,Company - Private,,, / Non-Applicable,FALSE
234,Clinical Data Analyst,"$46,000.00","$1,02,000.00",3.60,"Envision Physician Services
3.6",Phoenix, AZ,"Nashville, TN",10000+ employees,,Company - Private,,, / Non-Applicable,FALSE
799,Data Analyst,"$1,13,000.00","$1,32,000.00",2.90,"SkillsetGroup - Professional Staffing Solutions
2.9",Pico Rivera, CA,"San Clemente, CA",1 to 50 employees,2013,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
526,Data Analyst,"$30,000.00","$53,000.00",4.60,"Conch Technologies, Inc
4.6",Plano, TX,"Memphis, TN",51 to 200 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),FALSE
528,Data Analyst,"$41,000.00","$86,000.00",4.10,"Mitchell Martin
4.1",Plano, TX,"New York, NY",501 to 1000 employees,1984,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
1969,Senior Data Risk Analyst,"$44,000.00","$78,000.00",3.90,"Peyton Resource Group (PRG)
3.9",Plano, TX,"Irving, TX",1 to 50 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),FALSE
758,Data Analyst,"$44,000.00","$78,000.00",4.10,"Kforce
4.1",Plano, TX,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
1291,Business Analyst,"$48,000.00","$88,000.00",4.10,"Kforce
4.1",Plano, TX,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
1651,Pricing Data Analyst,"$48,000.00","$88,000.00",4.10,"Kforce
4.1",Plano, TX,"Tampa, FL",10000+ employees,1966,Company - Public,Staffing & Outsourcing,Business Services,$1 to $2 billion (USD),FALSE
522,Data Analyst,"$30,000.00","$53,000.00",3.70,"Randstad US
3.7",Plano, TX,"Atlanta, GA",1001 to 5000 employees,,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
762,Data Analyst,"$44,000.00","$78,000.00",3.80,"Apex Systems
3.8",Plano, TX,"Glen Allen, VA",1001 to 5000 employees,1995,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),TRUE
1367,Finance Data Analyst,"$44,000.00","$82,000.00",2.60,"CarOffer
2.6",Plano, TX,"Plano, TX",51 to 200 employees,,Company - Private,Consumer Product Rental,Consumer Services, / Non-Applicable,FALSE
1141,Data Management Analyst,"$48,000.00","$88,000.00",3.20,"Community Hospital Corporation
3.2",Plano, TX,"Plano, TX",1001 to 5000 employees,1996,Company - Private,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
1147,Data Management Analyst,"$48,000.00","$88,000.00",3.50,"Community Hospital
3.5",Plano, TX,"Tallassee, AL",201 to 500 employees,,Hospital,Health Care Services & Hospitals,Health Care,$25 to $50 million (USD),FALSE
163,Business Data Analyst,"$30,000.00","$53,000.00",3.50,"McAfee
3.5",Plano, TX,"Santa Clara, CA",5001 to 10000 employees,1987,Company - Private,Computer Hardware & Software,Information Technology,$10+ billion (USD),FALSE
523,Data Analyst,"$30,000.00","$53,000.00",1.00,"Sphinix Solutions
1.0",Plano, TX,"New York, NY",1 to 50 employees,,Company - Private,IT Services,Information Technology,Less than $1 million (USD),FALSE
531,Data Analyst,"$41,000.00","$86,000.00",4.20,"Precision technologies corp
4.2",Plano, TX,"New Brunswick, NJ",201 to 500 employees,2008,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),FALSE
533,Data Analyst,"$44,000.00","$82,000.00",4.10,"APN Software Services Inc.
4.1",Plano, TX,"Newark, CA",51 to 200 employees,,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),FALSE
1083,Data Analyst,"$48,000.00","$88,000.00",3.90,"Diverse Lynx
3.9",Plano, TX,"Princeton, NJ",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
843,Data Analyst,"$24,000.00","$48,000.00",4.10,"Insight Enterprises, Inc.
4.1",Plano, TX,"Tempe, AZ",5001 to 10000 employees,1988,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),FALSE
862,Data Analyst,"$24,000.00","$48,000.00",4.10,"Insight Enterprises, Inc.
4.1",Plano, TX,"Tempe, AZ",5001 to 10000 employees,1988,Company - Public,Enterprise Software & Network Solutions,Information Technology,$5 to $10 billion (USD),FALSE
1867,Senior Data Analyst,"$44,000.00","$82,000.00",3.50,"HCL America Inc.
3.5",Plano, TX,"Noida, India",10000+ employees,1991,Company - Public,Computer Hardware & Software,Information Technology,$5 to $10 billion (USD),FALSE
1522,Lead Data Analyst,"$44,000.00","$78,000.00",3.60,"ArcBest
3.6",Plano, TX,"Fort Smith, AR",10000+ employees,1923,Company - Public,Logistics & Supply Chain,Transportation & Logistics,$2 to $5 billion (USD),FALSE
164,Business Data Analyst,"$41,000.00","$86,000.00",,Optum Consumer Solutions Group,Plano, TX,,,,,,,,FALSE
757,Data Analyst,"$44,000.00","$78,000.00",,Kforce Technology Staffing,Plano, TX,,,,,,,,FALSE
1650,Pricing Data Analyst,"$44,000.00","$82,000.00",,Kforce Technology Staffing,Plano, TX,,,,,,,,FALSE
864,Data Analyst,"$41,000.00","$86,000.00",,Insight UK,Plano, TX,"Warwick, United Kingdom",1 to 50 employees,,Company - Private,,, / Non-Applicable,FALSE
1121,Data Import Analyst,"$41,000.00","$86,000.00",4.60,"LeadsOnline LLC
4.6",Plano, TX,"Plano, TX",1 to 50 employees,,Company - Private,,,$1 to $5 million (USD),FALSE
88,Behavioral Data Analyst,"$44,000.00","$82,000.00",3.50,"LifePath Systems
3.5",Plano, TX,"McKinney, TX",51 to 200 employees,,Government,,, / Non-Applicable,FALSE
515,Data Analyst,"$24,000.00","$48,000.00",2.90,"Human Coalition
2.9",Plano, TX,"Frisco, TX",201 to 500 employees,,Nonprofit Organization,,, / Non-Applicable,FALSE
1430,HR Data Analyst,"$41,000.00","$86,000.00",1.90,"MOA
1.9",Plano, TX,"Paris, France",51 to 200 employees,1997,,,, / Non-Applicable,FALSE
217,CCPA Data Analyst,"$63,000.00","$1,16,000.00",4.00,"Lorven Technologies Inc
4.0",Pleasanton, CA,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
933,Data Analyst,"$58,000.00","$93,000.00",4.00,"Lorven Technologies Inc
4.0",Pleasanton, CA,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
1315,Data Analyst,"$51,000.00","$93,000.00",4.30,"IT Coalition
4.3",Pleasanton, CA,"Alexandria, VA",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,$10 to $25 million (USD),FALSE
2039,SQL Data Analyst,"$51,000.00","$93,000.00",4.00,"Lorven Technologies Inc
4.0",Pleasanton, CA,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
747,Data Analyst,"$41,000.00","$78,000.00",3.60,"ECRI
3.6",Plymouth Meeting, PA,"Plymouth Meeting, PA",201 to 500 employees,1968,Nonprofit Organization,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
1640,Pharmaceutical Data Analyst,"$64,000.00","$1,13,000.00",4.10,"APN Software Services Inc.
4.1",Plymouth Meeting, PA,"Newark, CA",51 to 200 employees,,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),FALSE
364,Data Analyst,"$43,000.00","$69,000.00",4.90,"Orbis, Inc.
4.9",Portsmouth, VA,"Charleston, SC",201 to 500 employees,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),FALSE
1466,Junior Data Analyst,"$43,000.00","$69,000.00",4.90,"Orbis, Inc.
4.9",Portsmouth, VA,"Charleston, SC",201 to 500 employees,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),FALSE
1598,Mid Level Data Analyst,"$43,000.00","$69,000.00",4.90,"Orbis, Inc.
4.9",Portsmouth, VA,"Charleston, SC",201 to 500 employees,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),FALSE
1821,Senior Data Analyst,"$43,000.00","$69,000.00",4.90,"Orbis, Inc.
4.9",Portsmouth, VA,"Charleston, SC",201 to 500 employees,2000,Company - Private,Architectural & Engineering Services,Business Services,$10 to $25 million (USD),FALSE
786,Data Analyst,"$49,000.00","$1,12,000.00",,"Tamayo Federal Solutions, LLC",Portsmouth, VA,,,,,,,,FALSE
787,Data Analyst,"$49,000.00","$1,12,000.00",,"Tamayo Federal Solutions, LLC",Portsmouth, VA,,,,,,,,FALSE
1917,Senior Data Analyst,"$49,000.00","$1,12,000.00",,"Tamayo Federal Solutions, LLC",Portsmouth, VA,,,,,,,,FALSE
1095,Data Entry Analyst,"$59,000.00","$85,000.00",3.90,"Cactus Holdings
3.9",Queens Village, NY,"Mumbai, India",1001 to 5000 employees,2002,Company - Private,Research & Development,Business Services, / Non-Applicable,FALSE
41,Data Analyst,"$38,000.00","$68,000.00",2.40,"Avantor
2.4",Radnor, PA,"Radnor, PA",10000+ employees,1904,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$2 to $5 billion (USD),FALSE
1012,Data Analyst,"$55,000.00","$1,01,000.00",3.70,"eTeam Inc.
3.7",Redmond, WA,"South Plainfield, NJ",51 to 200 employees,1999,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
1016,Data Analyst,"$55,000.00","$1,01,000.00",3.60,"Zen3 Infosolutions America Inc
3.6",Redmond, WA,"Hyderabad, India",1001 to 5000 employees,2016,Company - Private,Computer Hardware & Software,Information Technology,$100 to $500 million (USD),FALSE
2217,Technical Business/Data Analyst,"$35,000.00","$67,000.00",3.30,"Lionbridge
3.3",Redmond, WA,"Waltham, MA",5001 to 10000 employees,1996,Company - Private,IT Services,Information Technology,$500 million to $1 billion (USD),FALSE
663,Data Analyst,"$35,000.00","$67,000.00",4.30,"Microsoft Corporation
4.3",Redmond, WA,"Redmond, WA",10000+ employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),FALSE
669,Data Analyst,"$35,000.00","$67,000.00",2.90,"Wipro Ltd.
2.9",Redmond, WA,"Bengaluru, India",10000+ employees,1945,Company - Public,IT Services,Information Technology,$5 to $10 billion (USD),FALSE
1300,Data Analyst,"$35,000.00","$67,000.00",4.30,"Microsoft Corporation
4.3",Redmond, WA,"Redmond, WA",10000+ employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),FALSE
1761,Security Data Analyst,"$55,000.00","$1,01,000.00",4.30,"Microsoft Corporation
4.3",Redmond, WA,"Redmond, WA",10000+ employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),FALSE
1762,Security Data Analyst,"$55,000.00","$1,01,000.00",4.30,"Microsoft Corporation
4.3",Redmond, WA,"Redmond, WA",10000+ employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),FALSE
1924,Senior Data Analyst,"$55,000.00","$1,01,000.00",4.30,"Microsoft Corporation
4.3",Redmond, WA,"Redmond, WA",10000+ employees,1975,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),FALSE
110,Bilingual Senior Data Analyst,"$55,000.00","$1,01,000.00",4.00,"Nintendo
4.0",Redmond, WA,"Kyoto, Japan",5001 to 10000 employees,,Company - Public,Video Games,Media,$10+ billion (USD),FALSE
1502,Junior Data Analyst,"$35,000.00","$67,000.00",4.70,"Resource Logistics, Inc.
4.7",Redmond, WA,"Edison, NJ",51 to 200 employees,1997,Company - Private,Logistics & Supply Chain,Transportation & Logistics,$10 to $25 million (USD),FALSE
2020,Signal Processing Engineer/Data Analyst,"$63,000.00","$1,16,000.00",3.80,"GenapSys, Inc.
3.8",Redwood City, CA,"Redwood City, CA",51 to 200 employees,2010,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,Less than $1 million (USD),TRUE
882,Data Analyst,"$58,000.00","$93,000.00",3.60,"ICONMA, LLC
3.6",Redwood City, CA,"Troy, MI",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
569,Data Analyst,"$69,000.00","$1,27,000.00",4.20,"CyberCoders
4.2",Redwood City, CA,"Irvine, CA",201 to 500 employees,1999,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
558,Data Analyst,"$89,000.00","$1,51,000.00",2.40,"Wider Circle
2.4",Redwood City, CA,"Redwood City, CA",1 to 50 employees,2015,Company - Private,"Health, Beauty, & Fitness",Consumer Services, / Non-Applicable,FALSE
1918,Senior Data Analyst,"$51,000.00","$93,000.00",4.80,"Course Hero
4.8",Redwood City, CA,"Redwood City, CA",201 to 500 employees,2006,Company - Private,Colleges & Universities,Education, / Non-Applicable,TRUE
118,Biomedical Data Analyst,"$89,000.00","$1,51,000.00",4.00,"Exact Sciences Corporation
4.0",Redwood City, CA,"Madison, WI",1001 to 5000 employees,1995,Company - Public,Health Care Services & Hospitals,Health Care,$100 to $500 million (USD),FALSE
810,Data Analyst,"$69,000.00","$1,27,000.00",4.10,"APN Software Services Inc.
4.1",Redwood City, CA,"Newark, CA",51 to 200 employees,,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),FALSE
1033,Data Analyst,"$63,000.00","$1,16,000.00",4.10,"APN Software Services Inc.
4.1",Redwood City, CA,"Newark, CA",51 to 200 employees,,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),FALSE
1034,Data Analyst,"$47,000.00","$74,000.00",4.10,"APN Software Services Inc.
4.1",Redwood City, CA,"Newark, CA",51 to 200 employees,,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),FALSE
1355,Finance Data Analyst,"$89,000.00","$1,51,000.00",4.80,"Poshmark
4.8",Redwood City, CA,"Redwood City, CA",201 to 500 employees,2011,Company - Private,Internet,Information Technology,$100 to $500 million (USD),FALSE
989,Data Analyst,"$1,10,000.00","$1,90,000.00",3.30,"Alteryx
3.3",Redwood City, CA,"Irvine, CA",1001 to 5000 employees,1997,Company - Public,Enterprise Software & Network Solutions,Information Technology,$100 to $500 million (USD),FALSE
1040,Data Analyst,"$51,000.00","$93,000.00",,Allakos,Redwood City, CA,"Redwood City, CA",51 to 200 employees,,Company - Public,,, / Non-Applicable,FALSE
359,Data Analyst,"$47,000.00","$81,000.00",3.50,"Robert Half
3.5",Reedley, CA,"Menlo Park, CA",10000+ employees,1948,Company - Public,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),FALSE
248,Configuration Data Analyst,"$55,000.00","$1,01,000.00",4.40,"Protingent Staffing
4.4",Renton, WA,"Bellevue, WA",51 to 200 employees,2001,Company - Private,Staffing & Outsourcing,Business Services,$25 to $50 million (USD),FALSE
670,Data Analyst,"$35,000.00","$67,000.00",3.40,"Kelly IT
3.4",Renton, WA,,501 to 1000 employees,,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
922,Data Analyst,"$48,000.00","$88,000.00",4.00,"Lorven Technologies Inc
4.0",Richardson, TX,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
923,Data Analyst,"$48,000.00","$88,000.00",4.00,"Lorven Technologies Inc
4.0",Richardson, TX,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
924,Data Analyst,"$44,000.00","$82,000.00",4.00,"Lorven Technologies Inc
4.0",Richardson, TX,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
926,Data Analyst,"$44,000.00","$78,000.00",4.00,"Lorven Technologies Inc
4.0",Richardson, TX,"Plainsboro, NJ",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
1388,Game Data Analyst,"$24,000.00","$48,000.00",5.00,"PeopleFun
5.0",Richardson, TX,"Richardson, TX",1 to 50 employees,,Company - Private,Audiovisual,"Arts, Entertainment & Recreation", / Non-Applicable,FALSE
795,Data Analyst,"$24,000.00","$48,000.00",3.50,"The Judge Group, Inc.
3.5",Richardson, TX,"Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
1179,Data Quality Analyst,"$48,000.00","$88,000.00",3.20,"Net2Source
3.2",Richardson, TX,"Somerset, NJ",1001 to 5000 employees,2007,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
1473,Junior Data Analyst,"$48,000.00","$88,000.00",3.20,"Net2Source
3.2",Richardson, TX,"Somerset, NJ",1001 to 5000 employees,2007,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
1687,Quality Data Analyst,"$48,000.00","$88,000.00",3.40,"TECHNOCRAFT Solutions
3.4",Richardson, TX,"Hilliard, OH",1 to 50 employees,,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),FALSE
709,Data Analyst,"$30,000.00","$53,000.00",2.80,"RealPage
2.8",Richardson, TX,"Richardson, TX",5001 to 10000 employees,1998,Company - Public,Computer Hardware & Software,Information Technology,$500 million to $1 billion (USD),FALSE
2242,Vertical Lift Data Exploitation Analyst,"$37,000.00","$44,000.00",3.70,"Boeing
3.7",Ridley Park, PA,"Chicago, IL",10000+ employees,1916,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),FALSE
2028,Data Analyst,"$26,000.00","$47,000.00",3.50,"YORKTOWN SYSTEMS GROUP INC
3.5",Riverton, UT,"Huntsville, AL",501 to 1000 employees,,Company - Private,Consulting,Business Services,$5 to $10 million (USD),FALSE
1296,Data Sales Analyst,"$50,000.00","$86,000.00",,Samsung HVAC,Roanoke, TX,"Roanoke, TX",51 to 200 employees,,Other Organization,Commercial Equipment Repair & Maintenance,"Construction, Repair & Maintenance", / Non-Applicable,FALSE
1351,Data Analyst,"$67,000.00","$92,000.00",3.40,"Alliant Credit Union
3.4",Rolling Meadows, IL,"Chicago, IL",501 to 1000 employees,1935,Nonprofit Organization,Banks & Credit Unions,Finance,$100 to $500 million (USD),FALSE
1738,Sales Data Analyst,"$97,000.00","$1,29,000.00",4.00,"Sahara Management Inc.
4.0",Rolling Meadows, IL,"Seattle, WA",1 to 50 employees,,Company - Private,,, / Non-Applicable,FALSE
1133,Data Lineage Analyst,"$43,000.00","$77,000.00",3.50,"The Judge Group
3.5",Round Rock, TX,"Wayne, PA",1001 to 5000 employees,1970,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
2041,SQL Data Analyst,"$35,000.00","$42,000.00",4.10,"Smartwebs, Inc.
4.1",Round Rock, TX,"Boston, MA",,,Company - Private,Advertising & Marketing,Business Services,Less than $1 million (USD),FALSE
