Sr No,Job Role,Min Salary(),Max Salary,Rating,Company,Location,State,Headquarter,Size,Founded,Type of Ownership,Industry,Sector,Revenue,Easy Apply
941,Data Analyst,"$64,000.00","$1,13,000.00",2.8,"Sunrise Systems, Inc.",San Diego, CA,"Edison, NJ",501 to 1000 employees,1990,Company - Private,IT Services,Information Technology,$25 to $50 million (USD),FALSE
709,Data Analyst,"$30,000.00","$53,000.00",2.8,"SUNSET LOGISTICS, INC",Fort Worth, TX,"Fort Worth, TX",51 to 200 employees,,Company - Private,Transportation Management,Transportation & Logistics,$25 to $50 million (USD),FALSE
1340,Epidemiologist Data Analyst,"$37,000.00","$68,000.00",2.8,"SunTechPros, Inc.",Salt Lake City, UT,"Morrisville, NC",1 to 50 employees,,Company - Private,Consulting,Business Services,$1 to $5 million (USD),FALSE
28,Data Analyst,"$76,000.00","$1,22,000.00",2.8,Superior Court of California County of Los Angeles,Los Angeles, CA,"Los Angeles, CA",1001 to 5000 employees,,Government,Municipal Governments,Government, / Non-Applicable,FALSE
1992,Senior Lead Data Analytics Analyst,"$65,000.00","$1,20,000.00",2.8,Superior HealthPlan,Austin, TX,"Austin, TX",1001 to 5000 employees,1999,Company - Private,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
1510,Language Data Analyst,"$45,000.00","$78,000.00",2.8,Superior HealthPlan,Austin, TX,"Austin, TX",1001 to 5000 employees,1999,Company - Private,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
1552,Data Analyst,"$35,000.00","$42,000.00",2.7,SureCritic,Seattle, WA,"Seattle, WA",1 to 50 employees,,Company - Private,Research & Development,Business Services,Less than $1 million (USD),FALSE
2152,Senior IT Data Analyst,"$34,000.00","$61,000.00",2.7,Sutter Health System,Oakland, CA,"Sacramento, CA",10000+ employees,1981,Nonprofit Organization,Health Care Services & Hospitals,Health Care,$5 to $10 billion (USD),FALSE
2021,Simulation Data Analyst,"$35,000.00","$42,000.00",2.7,Swinerton Builders,Los Angeles, CA,"San Francisco, CA",1001 to 5000 employees,1888,Company - Private,Construction,"Construction, Repair & Maintenance",$2 to $5 billion (USD),FALSE
424,Data Analyst,"$67,000.00","$92,000.00",2.7,Swoon,Downers Grove, IL,"Chicago, IL",201 to 500 employees,2010,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
1118,Data Governance Analyst,"$68,000.00","$87,000.00",2.7,Swoon,Downers Grove, IL,"Chicago, IL",201 to 500 employees,2010,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
1844,Senior Data Analyst,"$97,000.00","$1,29,000.00",2.7,Swoon,Indianapolis, IN,"Chicago, IL",201 to 500 employees,2010,Company - Private,Staffing & Outsourcing,Business Services,$50 to $100 million (USD),FALSE
79,Automotive Data Analyst,"$35,000.00","$45,000.00",2.7,Sycuan Casino,El Cajon, CA,"El Cajon, CA",1001 to 5000 employees,1983,Company - Private,Gambling,"Arts, Entertainment & Recreation",$100 to $500 million (USD),FALSE
1790,Senior Business and Data Analyst,"$57,000.00","$1,00,000.00",2.7,Synaptein Solutions Inc.,Seattle, WA,"Chantilly, VA",1 to 50 employees,,Company - Private,Accounting,Accounting & Legal,Less than $1 million (USD),FALSE
1478,Junior Data Analyst,"$43,000.00","$69,000.00",2.7,"Synchronous Solutions, Inc",Chicago, IL,"Encinitas, CA",1 to 50 employees,,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
1662,Product Data Analyst,"$59,000.00","$85,000.00",2.7,Sysmind LLC,Charlotte, NC,"Princeton Junction, NJ",51 to 200 employees,1999,Company - Private,Enterprise Software & Network Solutions,Information Technology,$25 to $50 million (USD),FALSE
1001,Data Analyst,"$38,000.00","$68,000.00",2.7,System Soft Technologies,Fort Worth, TX,"Tampa, FL",201 to 500 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
232,Clinical Data Analyst,"$42,000.00","$74,000.00",2.7,System Soft Technologies,Fort Worth, TX,"Tampa, FL",201 to 500 employees,1999,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
346,Data Analyst,"$41,000.00","$78,000.00",2.7,System1,Venice, CA,"Venice, CA",201 to 500 employees,2013,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
1227,Data Science Analyst,"$26,000.00","$47,000.00",2.7,System1,Venice, CA,"Venice, CA",201 to 500 employees,2013,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
1164,Data Processing & Performance Analyst,"$41,000.00","$78,000.00",2.7,Systemart LLC,New York, NY,"Parsippany, NJ",1 to 50 employees,,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),FALSE
1689,Quality Data Analyst,"$98,000.00","$1,14,000.00",2.7,TA Digital,Centennial, CO,"Newark, CA",501 to 1000 employees,2000,Company - Private,Computer Hardware & Software,Information Technology,$25 to $50 million (USD),FALSE
1213,Data Science Analyst,"$43,000.00","$69,000.00",2.7,Tachyon Technologies,New York, NY,"Irving, TX",201 to 500 employees,2011,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),FALSE
1176,Data Quality Analyst,"$47,000.00","$76,000.00",2.7,Tachyon Technologies LLC,Charlotte, NC,"Irving, TX",201 to 500 employees,2011,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),FALSE
1005,Data Analyst,"$38,000.00","$68,000.00",2.7,Tachyon Technologies LLC,San Jose, CA,"Irving, TX",201 to 500 employees,2011,Company - Private,IT Services,Information Technology,$10 to $25 million (USD),FALSE
1505,Junior Data Analyst,"$37,000.00","$44,000.00",2.7,Take-Two,Novato, CA,"New York, NY",1001 to 5000 employees,1993,Company - Public,Video Games,Media,$1 to $2 billion (USD),FALSE
2124,Senior Data Analyst,"$64,000.00","$1,13,000.00",2.7,"Take-Two Interactive Software, Inc.",New York, NY,"New York, NY",1001 to 5000 employees,1993,Company - Public,Video Games,Media,$1 to $2 billion (USD),FALSE
1891,Senior Data Analyst,"$46,000.00","$86,000.00",2.7,Talbridge Corporation,Houston, TX,"Houston, TX",51 to 200 employees,1996,Contract,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),FALSE
1365,Finance Data Analyst,"$29,000.00","$38,000.00",2.7,Talent Bundle LLC,New York, NY,,,,,,,,FALSE
44,Data Analyst,"$43,000.00","$94,000.00",2.7,"TalentBurst, Inc.",Cupertino, CA,"Natick, MA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
124,Business Analyst,"$64,000.00","$1,13,000.00",2.7,"TalentBurst, Inc.",Mountain View, CA,"Natick, MA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
1725,Research Data Analyst,"$30,000.00","$53,000.00",2.6,"TalentBurst, Inc.",San Francisco, CA,"Natick, MA",501 to 1000 employees,2002,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
698,Data Analyst,"$57,000.00","$1,00,000.00",2.6,TalentCare,Austin, TX,"Austin, TX",1 to 50 employees,2013,Company - Private,Health Care Services & Hospitals,Health Care,Less than $1 million (USD),FALSE
1491,Junior Data Analyst,"$42,000.00","$76,000.00",2.6,TalentDash,Chicago, IL,"Singapore, Singapore",1 to 50 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology, / Non-Applicable,FALSE
1182,Data Quality Analyst,"$42,000.00","$76,000.00",2.6,TalentDash,Chicago, IL,"Singapore, Singapore",1 to 50 employees,2014,Company - Private,Enterprise Software & Network Solutions,Information Technology, / Non-Applicable,FALSE
1793,Senior Claims Data Analyst,"$53,000.00","$1,04,000.00",2.6,TalentDash,Chicago, IL,"Chicago, IL",1 to 50 employees,,Company - Private,,, / Non-Applicable,FALSE
1495,Junior Data Analyst,"$53,000.00","$1,04,000.00",2.6,TalentDash,Chicago, IL,"Chicago, IL",1 to 50 employees,,Company - Private,,, / Non-Applicable,FALSE
2221,Technical Business/Data Analyst,"$49,000.00","$91,000.00",2.6,"Tamayo Federal Solutions, LLC",Portsmouth, VA,,,,,,,,FALSE
2077,Senior Data Analyst,"$65,000.00","$81,000.00",2.6,"Tamayo Federal Solutions, LLC",Portsmouth, VA,,,,,,,,FALSE
1030,Data Analyst,"$84,000.00","$90,000.00",2.6,"Tamayo Federal Solutions, LLC",Portsmouth, VA,,,,,,,,FALSE
1367,Finance Data Analyst,"$44,000.00","$82,000.00",2.6,Tandem Diabetes,San Diego, CA,"San Diego, CA",1001 to 5000 employees,2006,Company - Public,Health Care Products Manufacturing,Manufacturing,$50 to $100 million (USD),FALSE
1692,Quality Data Analyst,"$26,000.00","$47,000.00",2.6,Tandigm Health LLC,West Conshohocken, PA,"West Conshohocken, PA",51 to 200 employees,2014,Company - Private,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
1231,Data Security Analyst,"$73,000.00","$89,000.00",2.6,TapRm,Brooklyn, NY,"New York, NY",,,,,, / Non-Applicable,FALSE
1925,Senior Data Analyst,"$58,000.00","$93,000.00",2.6,Tarrant County,Tarrant, TX,"Fort Worth, TX",1 to 50 employees,,Government,Municipal Governments,Government,Less than $1 million (USD),FALSE
484,Data Analyst,"$37,000.00","$44,000.00",2.6,Tarzana,Northridge, CA,"Tarzana, CA",501 to 1000 employees,1971,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,$25 to $50 million (USD),FALSE
1955,Senior Data Analyst,"$65,000.00","$81,000.00",2.5,Taskrabbit,Austin, TX,"San Francisco, CA",201 to 500 employees,2008,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
581,Data Analyst,"$53,000.00","$1,04,000.00",2.5,TaskRabbit,San Francisco, CA,"San Francisco, CA",201 to 500 employees,2008,Company - Private,Internet,Information Technology, / Non-Applicable,TRUE
801,Data Analyst,"$53,000.00","$1,04,000.00",2.5,Tata Consultancy Services,Charlotte, NC,"Mumbai, India",10000+ employees,1968,Company - Public,Computer Hardware & Software,Information Technology,$10+ billion (USD),FALSE
1135,Data Management Analyst,"$43,000.00","$76,000.00",2.5,Tata Consultancy Services (North America),Charlotte, NC,"New York, NY",10000+ employees,1968,Subsidiary or Business Segment,IT Services,Information Technology,$10+ billion (USD),FALSE
2094,Senior Business Analyst,"$41,000.00","$86,000.00",2.5,Tax Management Assoc,Charlotte, NC,,,,,,,,FALSE
2095,Senior Business Analyst,"$44,000.00","$82,000.00",2.5,TCOE,Visalia, CA,"Springville, CA",1 to 50 employees,,School / School District,Preschool & Child Care,Education,$1 to $5 million (USD),FALSE
193,Business Data Analyst,"$57,000.00","$1,00,000.00",2.5,TD Bank,Mount Laurel, NJ,"Toronto, Canada",10000+ employees,1855,Company - Public,Banks & Credit Unions,Finance,$10+ billion (USD),FALSE
1063,Data Base Programmer/Analyst,"$57,000.00","$1,00,000.00",2.5,TE Connectivity,Berwyn, PA,"Schaffhausen, Switzerland",10000+ employees,2007,Company - Public,Electrical & Electronic Manufacturing,Manufacturing,$10+ billion (USD),FALSE
1233,Data Security Analyst,"$49,000.00","$91,000.00",2.5,Teacher Retirement System of Texas,Austin, TX,"Austin, TX",501 to 1000 employees,1937,Government,Investment Banking & Asset Management,Finance, / Non-Applicable,FALSE
1236,Data Security Analyst,"$78,000.00","$1,04,000.00",2.5,Teachers Pay Teachers,New York, NY,"New York, NY",51 to 200 employees,2006,Company - Private,Internet,Information Technology, / Non-Applicable,FALSE
1237,Data Security Analyst,"$78,000.00","$1,04,000.00",2.5,TeamSoft,Wayne, PA,"Middleton, WI",201 to 500 employees,1996,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
1736, Data Security Analys,"$78,000.00","$1,04,000.00",2.5,Tech Air,Long Beach, CA,"Danbury, CT",201 to 500 employees,1935,Company - Private,Industrial Manufacturing,Manufacturing,$100 to $500 million (USD),FALSE
1737, Data Security Analys,"$78,000.00","$1,04,000.00",2.5,Tech Finders,Phoenix, AZ,"Phoenix, AZ",1 to 50 employees,1998,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
800,Data Analyst,"$42,000.00","$76,000.00",2.5,Tech Firefly,Austin, TX,"Santa Clara, CA",51 to 200 employees,2016,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
360,Data Analyst,"$43,000.00","$69,000.00",2.5,Tech Firefly,Palo Alto, CA,"Santa Clara, CA",51 to 200 employees,2016,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
62,Data Analyst,"$28,000.00","$52,000.00",2.5,"TechAspect Solutions, Inc. dba TA Digital",Centennial, CO,,,,,,,,FALSE
182,Business Data Analyst,"$28,000.00","$52,000.00",2.5,TechDigital Corporation,Seattle, WA,"Burnsville, MN",51 to 200 employees,2008,Company - Private,Computer Hardware & Software,Information Technology,$10 to $25 million (USD),FALSE
445,Data Analyst,"$29,000.00","$38,000.00",2.5,Techligent,Philadelphia, PA,"Vienna, VA",1 to 50 employees,,Company - Private,IT Services,Information Technology,Less than $1 million (USD),FALSE
1624,Operations Data Analyst,"$47,000.00","$76,000.00",2.5,TechNet Inc.,San Jose, CA,"Alpharetta, GA",1 to 50 employees,,Company - Private,Staffing & Outsourcing,Business Services,$1 to $5 million (USD),FALSE
1018,Data Analyst,"$67,000.00","$92,000.00",2.5,TECHNOCRAFT Solutions,New York, NY,"Hilliard, OH",1 to 50 employees,,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),FALSE
1747,SAP Data Analyst,"$65,000.00","$81,000.00",2.5,TECHNOCRAFT Solutions,Richardson, TX,"Hilliard, OH",1 to 50 employees,,Company - Private,Advertising & Marketing,Business Services,$1 to $5 million (USD),FALSE
1240,Data Services Lead Analyst,"$98,000.00","$1,14,000.00",2.5,"Technocrafts, Inc.",San Antonio, TX,"Chantilly, VA",1 to 50 employees,,Company - Private,Computer Hardware & Software,Information Technology,$1 to $5 million (USD),FALSE
1785,Senior Business and Data Analyst,"$42,000.00","$74,000.00",2.5,Technosoft Corporation,San Jose, CA,"Southfield, MI",1001 to 5000 employees,1996,Company - Private,IT Services,Information Technology,$100 to $500 million (USD),FALSE
1548,Logistics Data Analyst,"$42,000.00","$76,000.00",2.5,TechProjects,Jersey City, NJ,"North Brunswick, NJ",1 to 50 employees,2011,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
656,Data Analyst,"$65,000.00","$1,20,000.00",2.5,TechProjects,Jersey City, NJ,"North Brunswick, NJ",1 to 50 employees,2011,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
495,Data Analyst,"$37,000.00","$68,000.00",2.5,TechProjects,New York, NY,"North Brunswick, NJ",1 to 50 employees,2011,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
1394,Healthcare Data Analyst,"$60,000.00","$1,24,000.00",2.5,TechProjects,New York, NY,"North Brunswick, NJ",1 to 50 employees,2011,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
186,Business Data Analyst,"$93,000.00","$1,59,000.00",2.5,TechUSA,Chicago, IL,"Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
2165,Data Analyst,"$46,000.00","$1,02,000.00",2.5,TechUSA,Chicago, IL,"Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
457,Data Analyst,"$53,000.00","$94,000.00",2.5,TechUSA,Chicago, IL,"Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
181,Business Data Analyst,"$46,000.00","$1,02,000.00",2.5,TechUSA,Englewood, CO,"Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
237,Clinical Data Analyst,"$48,000.00","$96,000.00",2.5,TechUSA,Pasadena, TX,"Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
783,Data Analyst,"$47,000.00","$76,000.00",2.4,TechUSA,Philadelphia, PA,"Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
2189,Systems and Data Analyst,"$1,13,000.00","$1,32,000.00",2.4,TechUSA,Philadelphia, PA,"Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
1991,Senior IT Technical Data Analyst,"$42,000.00","$74,000.00",2.4,TechUSA,Philadelphia, PA,"Millersville, MD",1001 to 5000 employees,1998,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
2074,Senior Data Analyst,"$77,000.00","$1,32,000.00",2.4,Tecolote Research,El Segundo, CA,"Goleta, CA",501 to 1000 employees,1973,Company - Private,Aerospace & Defense,Aerospace & Defense,$50 to $100 million (USD),FALSE
477,Data Analyst,"$38,000.00","$68,000.00",2.4,Tek Leaders,Charlotte, NC,"Plano, TX",501 to 1000 employees,2016,Company - Private,IT Services,Information Technology,$50 to $100 million (USD),FALSE
1048,Data and Information Analyst,"$37,000.00","$44,000.00",2.4,"TekCom Resources, Inc.",Phoenix, AZ,"King of Prussia, PA",51 to 200 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),FALSE
41,Data Analyst,"$38,000.00","$68,000.00",2.4,"TekCom Resources, Inc.",Phoenix, AZ,"King of Prussia, PA",51 to 200 employees,2005,Company - Private,Staffing & Outsourcing,Business Services,$10 to $25 million (USD),FALSE
558,Data Analyst,"$89,000.00","$1,51,000.00",2.4,Tekfortune Inc.,New York, NY,"Piscataway, NJ",1 to 50 employees,,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
273,Data & Interface Analyst,"$48,000.00","$96,000.00",2.4,TekniSMart Solutions,Dallas, TX,"Plano, TX",1 to 50 employees,,Contract,,, / Non-Applicable,FALSE
38,Data Analyst,"$64,000.00","$1,13,000.00",2.4,TekniSMart Solutions,Franklin Lakes, NJ,"Plano, TX",1 to 50 employees,,Contract,,, / Non-Applicable,FALSE
2056,Senior Data Analyst,"$41,000.00","$78,000.00",2.3,TEKsystems,Charlotte, NC,"Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),FALSE
2227,Trust Application Data Analyst,"$53,000.00","$99,000.00",2.3,TEKsystems,Charlotte, NC,"Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),FALSE
1676,Program Data Analyst,"$28,000.00","$52,000.00",2.3,"TEKsystems, Inc",Charlotte, NC,"Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),FALSE
1637,People Operations & Data Analyst,"$73,000.00","$1,27,000.00",2.3,"TEKsystems, Inc",Charlotte, NC,"Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),FALSE
230,Clinical Data Analyst,"$43,000.00","$76,000.00",2.3,"TEKsystems, Inc",Chicago, IL,"Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),FALSE
1398,Healthcare Data Analyst,"$51,000.00","$87,000.00",2.3,"TEKsystems, Inc",Chicago, IL,"Hanover, MD",1001 to 5000 employees,1983,Subsidiary or Business Segment,Staffing & Outsourcing,Business Services,$2 to $5 billion (USD),FALSE
1677,Program Data Analyst,"$64,000.00","$1,13,000.00",2.3,Telligen,Greenwood Village, Arapahoe,"West Des Moines, IA",501 to 1000 employees,1972,Company - Private,Health Care Services & Hospitals,Health Care,$50 to $100 million (USD),FALSE
892,Data Analyst,"$60,000.00","$1,24,000.00",2.3,"Telnet (Rockville, MD)",Dallas, TX,"Rockville, MD",51 to 200 employees,,Company - Private,Consulting,Business Services,$10 to $25 million (USD),FALSE
831,Data Analyst,"$57,000.00","$1,04,000.00",2.3,Temple University Health System,Philadelphia, PA,"Philadelphia, PA",5001 to 10000 employees,,Hospital,Health Care Services & Hospitals,Health Care,$500 million to $1 billion (USD),FALSE
1518,Lead Data Analyst,"$97,000.00","$1,29,000.00",2.2,Tempus,Chicago, IL,"Washington, DC",51 to 200 employees,1999,Company - Private,Financial Transaction Processing,Finance,$1 to $2 billion (USD),FALSE
6,Data Analyst,"$74,000.00","$1,23,000.00",2.2,Tempus,Chicago, IL,"Washington, DC",51 to 200 employees,1999,Company - Private,Financial Transaction Processing,Finance,$1 to $2 billion (USD),FALSE
115,Bioinformatician-Research Data Analyst,"$58,000.00","$93,000.00",2.2,Tempus Labs,Chicago, IL,"Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, / Non-Applicable,TRUE
2017,Senior Trading Systems Data Analyst,"$42,000.00","$76,000.00",2.1,Tempus Labs,Chicago, IL,"Chicago, IL",501 to 1000 employees,2015,Company - Private,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals, / Non-Applicable,TRUE
2148,Senior Enterprise BI Data Analyst,"$44,000.00","$82,000.00",2.1,Tesla Motors,Fremont, CA,"Palo Alto, CA",10000+ employees,2003,Company - Public,Transportation Equipment Manufacturing,Manufacturing,$2 to $5 billion (USD),FALSE
97,BI Data Analyst,"$57,000.00","$1,03,000.00",2.1,Tetra Tech,Philadelphia, PA,"Pasadena, CA",10000+ employees,1966,Company - Public,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD),FALSE
704,Data Analyst,"$77,000.00","$1,32,000.00",2.1,"Tetra Tech, Inc.",Philadelphia, PA,"Pasadena, CA",10000+ employees,1966,Company - Public,Architectural & Engineering Services,Business Services,$2 to $5 billion (USD),FALSE
1223,Senior Data Science Analyst,"$97,000.00","$1,29,000.00",2,Teus Health,Newark, NJ,,,,,,,,FALSE
610,Data Analyst,"$54,000.00","$75,000.00",2,TEXAS DEPARTMENT OF PUBLIC SAFETY,Austin, TX,"Austin, TX",1001 to 5000 employees,,Government,Municipal Governments,Government, / Non-Applicable,FALSE
23,Accounting Data Analyst,"$74,000.00","$1,23,000.00",2,Texas Dow Employees Credit Union,Sugar Land, TX,"Lake Jackson, TX",501 to 1000 employees,1955,Nonprofit Organization,Banks & Credit Unions,Finance,$100 to $500 million (USD),FALSE
889,Data Analyst,"$47,000.00","$76,000.00",2,Texas Education Agency,Austin, TX,"Austin, TX",501 to 1000 employees,,Government,State & Regional Agencies,Government,$100 to $500 million (USD),FALSE
1416,Healthcare Data Analyst,"$77,000.00","$1,32,000.00",2,TEXAS EDUCATION AGENCY,Austin, TX,"Austin, TX",501 to 1000 employees,,Government,State & Regional Agencies,Government,$100 to $500 million (USD),FALSE
352,Data Analyst,"$26,000.00","$47,000.00",2,Texas Facilities Commission,Austin, TX,"Austin, TX",501 to 1000 employees,,Government,State & Regional Agencies,Government, / Non-Applicable,FALSE
275,Data & Reporting Analyst,"$42,000.00","$76,000.00",1.9,Texas Health & Human Services Commission,Austin, TX,"Austin, TX",10000+ employees,1912,Government,State & Regional Agencies,Government, / Non-Applicable,FALSE
1430,HR Data Analyst,"$41,000.00","$86,000.00",1.9,Texas Health & Human Services Commission,Austin, TX,"Austin, TX",10000+ employees,1912,Government,State & Regional Agencies,Government, / Non-Applicable,FALSE
1882,Senior Data Analyst,"$53,000.00","$99,000.00",1.8,Texas Health & Human Services Commission,Austin, TX,"Austin, TX",10000+ employees,1912,Government,State & Regional Agencies,Government, / Non-Applicable,FALSE
935,Data Analyst,"$37,000.00","$44,000.00",1.8,Texas Health & Human Services Commission,Austin, TX,"Austin, TX",10000+ employees,1912,Government,State & Regional Agencies,Government, / Non-Applicable,FALSE
242,Clinical Data Analyst,"$97,000.00","$1,29,000.00",1.7,Texas Health & Human Services Commission,Austin, TX,"Austin, TX",10000+ employees,1912,Government,State & Regional Agencies,Government, / Non-Applicable,FALSE
1292,Financial Data Analyst,"$35,000.00","$67,000.00",1.7,Texas Health and Human Services Commission,Austin, TX,"Austin, TX",10000+ employees,1912,Government,State & Regional Agencies,Government, / Non-Applicable,FALSE
1089,Data Engineer/Data Analyst,"$64,000.00","$1,13,000.00",1.6,Texas Scottish Rite Hospital for Children,Dallas, TX,"Dallas, TX",1001 to 5000 employees,1921,Nonprofit Organization,Health Care Services & Hospitals,Health Care, / Non-Applicable,FALSE
1599,Mid Level Data Analyst,"$50,000.00","$93,000.00",1.6,Texas Water Development Board,Austin, TX,"Austin, TX",201 to 500 employees,1957,Government,State & Regional Agencies,Government, / Non-Applicable,FALSE
824,Data Analyst,"$67,000.00","$92,000.00",1,Texas Water Development Board,Austin, TX,"Austin, TX",201 to 500 employees,1957,Government,State & Regional Agencies,Government, / Non-Applicable,FALSE
1754,SAS Data Analyst,"$42,000.00","$76,000.00",1,Textron,Fort Worth, TX,"Providence, RI",10000+ employees,1923,Company - Public,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),FALSE
930,Data Analyst,"$47,000.00","$76,000.00",1,The Accuro Group,Chicago, IL,"Raleigh, NC",201 to 500 employees,2003,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
1028,Data Analyst,"$51,000.00","$88,000.00",1,The Accuro Group,San Francisco, CA,"Raleigh, NC",201 to 500 employees,2003,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
2199,Tech Business/Data Analyst,"$60,000.00","$1,10,000.00",1,The Accuro Group,Tempe, AZ,"Raleigh, NC",201 to 500 employees,2003,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
1719,Research Data Analyst,"$43,000.00","$69,000.00",1,The Accuro Group,Tempe, AZ,"Raleigh, NC",201 to 500 employees,2003,Company - Private,Staffing & Outsourcing,Business Services, / Non-Applicable,FALSE
361,Data Analyst,"$43,000.00","$69,000.00",1,The Armada Group,San Francisco, CA,"Santa Cruz, CA",51 to 200 employees,1995,Company - Private,IT Services,Information Technology, / Non-Applicable,FALSE
1822,Senior Data Analyst,"$49,000.00","$1,12,000.00",1,The Ascent Services Group,San Rafael, CA,"Concord, CA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
854,Data Analyst,"$42,000.00","$66,000.00",1,The Ascent Services Group,San Ramon, CA,"Concord, CA",1001 to 5000 employees,2000,Company - Private,Staffing & Outsourcing,Business Services,$100 to $500 million (USD),FALSE
523,Data Analyst,"$30,000.00","$53,000.00",1,The Bank of New York Mellon,Florham Park, NJ,"New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
1080,Data Conversion Analyst,"$44,000.00","$82,000.00",,The Bank of New York Mellon,Florham Park, NJ,"New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
1698,Radar Telemetry Data Analyst,"$42,000.00","$63,000.00",,The Bank of New York Mellon,Houston, TX,"New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
1699,Radar Telemetry Data Analyst,"$42,000.00","$63,000.00",,The Bank of New York Mellon,Houston, TX,"New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
1700,Radar Telemetry Data Analyst,"$42,000.00","$63,000.00",,The Bank of New York Mellon,New York, NY,"New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
1701,Radar Telemetry Data Analyst,"$1,13,000.00","$1,32,000.00",,The Bank of New York Mellon,New York, NY,"New York, NY",10000+ employees,1784,Company - Public,Investment Banking & Asset Management,Finance,$10+ billion (USD),FALSE
